"id"	"abbrev"	"name"
"cpd00554"	"Nicotine"	"Nicotine"
"cpd00555"	"OT"	"OT"
"cpd00556"	"Pyridine"	"Pyridine"
"cpd00557"	"sheme"	"Siroheme"
"cpd00558"	"sprm"	"Spermine"
"cpd00559"	"sql"	"Supraene"
"cpd00560"	"Tungsten"	"Tungsten"
"cpd00561"	"vanln"	"Vanillin"
"cpd00562"	"OCTANOL"	"1-Octanol"
"cpd00563"	"Berberine"	"Berberine"
"cpd00564"	"Bergaptol"	"Bergaptol"
"cpd00565"	"Coniferin"	"Coniferin"
"cpd00566"	"Cortisone"	"Cortisone"
"cpd00567"	"D-Proline"	"D-Proline"
"cpd00568"	"D-Sorbose"	"D-Sorbose"
"cpd00569"	"Digitonin"	"Digitonin"
"cpd00570"	"Flavanone"	"Flavanone"
"cpd00571"	"Glucarate"	"Glucarate"
"cpd00572"	"cll_459"	"Histidine"
"cpd00573"	"idon-L"	"L-Idonate"
"cpd00574"	"Mevaldate"	"Mevaldate"
"cpd00575"	"Pepstatin"	"Pepstatin"
"cpd00576"	"Phloretin"	"Phloretin"
"cpd00577"	"Tretin M"	"Tretin M"
"cpd00578"	"Scytalone"	"Scytalone"
"cpd00579"	"Serotonin"	"Serotonin"
"cpd00580"	"Tropinone"	"Tropinone"
"cpd00581"	"urcan"	"Urocanate"
"cpd00582"	"Vestitone"	"Vestitone"
"cpd00583"	"L-Adrenaline"	"L-Adrenaline"
"cpd00584"	"CDP-ribitol"	"CDP-ribitol"
"cpd00585"	"Creatinine"	"Creatinine"
"cpd00586"	"D-Arginine"	"D-Arginine"
"cpd00587"	"cys-D"	"D-Cysteine"
"cpd00588"	"sbt-D"	"Sorbitol"
"cpd00589"	"D-Tagatose"	"D-Tagatose"
"cpd00590"	"Dicumarol"	"Dicumarol"
"cpd00591"	"Ethylamine"	"Ethylamine"
"cpd00592"	"forcoa"	"Formyl-CoA"
"cpd00593"	"Isoflavone"	"Isoflavone"
"cpd00594"	"Gulonate"	"Gulonate"
"cpd00595"	"Nucleoside"	"Nucleoside"
"cpd00596"	"oxur"	"Oxalurate"
"cpd00597"	"pta"	"Valerate"
"cpd00598"	"Propynoate"	"Propynoate"
"cpd00599"	"salc"	"SALC"
"cpd00601"	"D-Camphor"	"D-Camphor"
"cpd00602"	"(-)-Camphor"	"(-)-Camphor"
"cpd00604"	"T4hcinnm"	"4-Coumarate"
"cpd00605"	"Malonylurea"	"Malonylurea"
"cpd00606"	"Biochanin A"	"Biochanin A"
"cpd00607"	"Citramalate"	"Citramalate"
"cpd00608"	"altrn"	"D-Altronate"
"cpd00609"	"glcr"	"D-Glucarate"
"cpd00610"	"D-Glutamine"	"D-Glutamine"
"cpd00611"	"D-Threonine"	"D-Threonine"
"cpd00612"	"Dopaquinone"	"Dopaquinone"
"cpd00613"	"C16:0-OH"	"Hexadecanol"
"cpd00614"	"Iron-sulfur"	"Iron-sulfur"
"cpd00615"	"Bekanamycin"	"Bekanamycin"
"cpd00616"	"CPD-659"	"Pretyrosine"
"cpd00617"	"Lactoyl-CoA"	"Lactoyl-CoA"
"cpd00618"	"Naphthalene"	"Naphthalene"
"cpd00619"	"Oxomalonate"	"Oxomalonate"
"cpd00620"	"ptth"	"Pantetheine"
"cpd00621"	"Catenulin"	"Catenulin"
"cpd00622"	"Sepiapterin"	"Sepiapterin"
"cpd00623"	"sphgn"	"Sphinganine"
"cpd00624"	"Streptidine"	"Streptidine"
"cpd00625"	"Xanthotoxol"	"Xanthotoxol"
"cpd00626"	"dtdpglu"	"dTDPglucose"
"cpd00627"	"l-Menthone"	"l-Menthone"
"cpd00628"	"(R)-Prunasin"	"(R)-Prunasin"
"cpd00629"	"2-Furoyl-CoA"	"2-Furoyl-CoA"
"cpd00630"	"3oxadp"	"3-Oxoadipate"
"cpd00631"	"4-Pyridoxate"	"4-Pyridoxate"
"cpd00632"	"6-Oxocineole"	"6-Oxocineole"
"cpd00633"	"Ethyl acetate"	"Ethyl acetate"
"cpd00634"	"CHLOROGENATE"	"Chlorogenate"
"cpd00635"	"cbl1"	"Cbl"
"cpd00636"	"Hexalin"	"Hexalin"
"cpd00637"	"met-D"	"D-Methionine"
"cpd00638"	"dnad"	"Deamido-NAD"
"cpd00639"	"Formononetin"	"Formononetin"
"cpd00640"	"Gibberellin 1"	"Gibberellin 1"
"cpd00641"	"histd"	"L-Histidinol"
"cpd00642"	"rml"	"L-Rhamnulose"
"cpd00643"	"Methanofuran"	"Methanofuran"
"cpd00644"	"pnto-R"	"PAN"
"cpd00645"	"2-Oxostearate"	"2-Oxostearate"
"cpd00646"	"PNP"	"PNP"
"cpd00647"	"Aminomalonate"	"Aminomalonate"
"cpd00648"	"Angiotensin I"	"Angiotensin I"
"cpd00649"	"Coenzyme F420"	"Coenzyme F420"
"cpd00650"	"butd2coa"	"Crotonyl-CoA"
"cpd00651"	"D-Arabinonate"	"D-Arabinonate"
"cpd00652"	"galctr-D"	"D-Mucic acid"
"cpd00653"	"galctn-D"	"D-Galactonate"
"cpd00654"	"dcyt"	"Deoxycytidine"
"cpd00655"	"dpcoa"	"Dephospho-CoA"
"cpd00656"	"galman"	"Galactomannan"
"cpd00657"	"Homocarnosine"	"Homocarnosine"
"cpd00658"	"ichor"	"Isochorismate"
"cpd00659"	"n2o"	"Nitrous oxide"
"cpd00660"	"C5:0-COA"	"Pentanoyl-CoA"
"cpd00661"	"Pregnan-21-al"	"Pregnan-21-al"
"cpd00662"	"Pregnan-21-ol"	"Pregnan-21-ol"
"cpd00663"	"Acrylyl-CoA"	"Acrylyl-CoA"
"cpd00664"	"Tos-Lys-CH2Cl"	"Tos-Lys-CH2Cl"
"cpd00665"	"alpha-Maltose"	"alpha-Maltose"
"cpd00666"	"tartr-L"	"Tartrate"
"cpd00667"	"11-cis-Retinol"	"11-cis-Retinol"
"cpd00668"	"alac-S"	"ALCTT"
"cpd00669"	"2-Oxohexanoate"	"2-Oxohexanoate"
"cpd00670"	"Cinnamaldehyde"	"Cinnamaldehyde"
"cpd00671"	"Citramalyl-CoA"	"Citramalyl-CoA"
"cpd00672"	"fruur"	"D-Fructuronate"
"cpd00673"	"56dthm"	"Dihydrothymine"
"cpd00674"	"Gentamicin C1a"	"Gentamicin C1a"
"cpd00675"	"LTA4"	"LTA4"
"cpd00676"	"Ribonucleoside"	"Ribonucleoside"
"cpd00677"	"3-Methyladenine"	"3-Methyladenine"
"cpd00678"	"Benzyl viologen"	"Benzyl viologen"
"cpd00679"	"Cephalosporin C"	"Cephalosporin C"
"cpd00680"	"cm"	"Chloramphenicol"
"cpd00681"	"chols"	"Choline sulfate"
"cpd00682"	"CoA-glutathione"	"CoA-glutathione"
"cpd00683"	"dhpt"	"Dihydropteroate"
"cpd00684"	"Dimethylmaleic acid"	"Dimethylmaleic acid"
"cpd00685"	"Ferricytochrome"	"Ferricytochrome"
"cpd00686"	"Ferrocytochrome"	"Ferrocytochrome"
"cpd00687"	"Isonocardicin A"	"Isonocardicin A"
"cpd00688"	"Thioglycol"	"Thioglycol"
"cpd00689"	"ppbng"	"Porphobilinogen"
"cpd00690"	"Sinapine"	"Sinapine"
"cpd00691"	"UDP-L-arabinose"	"UDP-L-arabinose"
"cpd00693"	"lald-D"	"D-Lactaldehyde"
"cpd00694"	"2-Aminoadenosine"	"2-Aminoadenosine"
"cpd00695"	"2-Oxoglutaramate"	"2-Oxoglutaramate"
"cpd00696"	"35ccmp"	"3',5'-Cyclic CMP"
"cpd00697"	"35cgmp"	"cGMP"
"cpd00698"	"35cimp"	"3',5'-Cyclic IMP"
"cpd00699"	"3dhq"	"5-Dehydroquinate"
"cpd00700"	"amp2p"	"AMP 2'-phosphate"
"cpd00701"	"DTE"	"DTE"
"cpd00702"	"Estradiol"	"Estradiol"
"cpd00703"	"ind3ac"	"Indoleacetate"
"cpd00704"	"ind3eth"	"Tryptophol"
"cpd00705"	"L2aadp"	"L-2-Aminoadipate"
"cpd00706"	"mercppyr"	"Mercaptopyruvate"
"cpd00707"	"Prostaglandin B1"	"Prostaglandin B1"
"cpd00708"	"Sterigmatocystin"	"Sterigmatocystin"
"cpd00709"	"cll_199"	"beta D-Galactose"
"cpd00710"	"beta-D-Glucoside"	"beta-D-Glucoside"
"cpd00711"	"(-)-trans-Carveol"	"(-)-trans-Carveol"
"cpd00712"	"2dhp"	"2-Dehydropantoate"
"cpd00713"	"35cdamp"	"3',5'-Cyclic dAMP"
"cpd00714"	"3-Hydroxypropanal"	"3-Hydroxypropanal"
"cpd00715"	"4-Pyridoxolactone"	"4-Pyridoxolactone"
"cpd00716"	"Aromatic oxo acid"	"Aromatic oxo acid"
"cpd00717"	"Aromadendrin"	"Aromadendrin"
"cpd00718"	"Dihydroxyfumarate"	"Dihydroxyfumarate"
"cpd00719"	"gdpmanur"	"GDP-D-mannuronate"
"cpd00720"	"L-Tryptophanamide"	"L-Tryptophanamide"
"cpd00721"	"N-Acetylserotonin"	"N-Acetylserotonin"
"cpd00722"	"acser"	"O-Acetyl-L-serine"
"cpd00723"	"Renilla luciferin"	"Renilla luciferin"
"cpd00724"	"alpha-D-Galactose"	"alpha-D-Galactose"
"cpd00725"	"p-Mercuribenzoate"	"p-Mercuribenzoate"
"cpd00726"	"13dampp"	"1,3-Propanediamine"
"cpd00727"	"2pglyc"	"2-Phosphoglycolate"
"cpd00728"	"4hdxbutn"	"4-Hydroxybutanoate"
"cpd00729"	"5apentam"	"5-Aminopentanamide"
"cpd00730"	"Aquacobalamin"	"Aquacobalamin"
"cpd00731"	"alaala"	"Ala-Ala"
"cpd00732"	"D-Prephenyllactate"	"D-Prephenyllactate"
"cpd00733"	"Ferricytochrome b1"	"Ferricytochrome b1"
"cpd00734"	"Ferrocytochrome b1"	"Ferrocytochrome b1"
"cpd00735"	"Formylmethanofuran"	"Formylmethanofuran"
"cpd00736"	"Hexose 1-phosphate"	"Hexose 1-phosphate"
"cpd00737"	"Gynesine"	"Gynesine"
"cpd00738"	"pser-L"	"phosphoserine"
"cpd00739"	"ribflvRD"	"Reduced riboflavin"
"cpd00740"	"Trimethylsulfonium"	"Trimethylsulfonium"
"cpd00741"	"UDP-2-deoxyglucose"	"UDP-2-deoxyglucose"
"cpd00742"	"allphn"	"Allophanate"
"cpd00743"	"L-Citramalyl-CoA"	"L-Citramalyl-CoA"
"cpd00744"	"(R)-Pantolactone"	"(R)-Pantolactone"
"cpd00745"	"Hydracrylic acid"	"Hydracrylic acid"
"cpd00746"	"3-Isopropylcatechol"	"3-Isopropylcatechol"
"cpd00747"	"L-Hydroxyproline"	"L-Hydroxyproline"
"cpd00748"	"5'-Phosphomonoester"	"5'-Phosphomonoester"
"cpd00749"	"5-HTP"	"5-HTP"
"cpd00750"	"D-Fucose"	"D-Fucose"
"cpd00751"	"fuc-L"	"L-Fucose"
"cpd00752"	"6hnac"	"6-Hydroxynicotinate"
"cpd00753"	"Aromatic amino acid"	"Aromatic amino acid"
"cpd00754"	"Dihydrostreptomycin"	"Dihydrostreptomycin"
"cpd00755"	"hmbil"	"Hydroxymethylbilane"
"cpd00756"	"dmgly"	"Dimethylglycine"
"cpd00757"	"N6-Hydroxy-L-lysine"	"N6-Hydroxy-L-lysine"
"cpd00758"	"n8aspmd"	"N8-Acetylspermidine"
"cpd00759"	"fglut-S"	"S-Formylglutathione"
"cpd00760"	"2mbcoa"	"2-Methylbutyryl-CoA"
"cpd00761"	"3-Oxo-delta5-steroid"	"3-Oxo-delta5-steroid"
"cpd00762"	"4gubut"	"4-Guanidinobutanoate"
"cpd00763"	"4mlacac"	"4-Maleylacetoacetate"
"cpd00764"	"dann"	"7-8-Diaminononanoate"
"cpd00765"	"L-Gulonolactone"	"L-Gulonolactone"
"cpd00766"	"Ascorbate radical"	"Ascorbate radical"
"cpd00767"	"N-Acetyl-L-aspartate"	"N-Acetyl-L-aspartate"
"cpd00768"	"N-Carbamoylsarcosine"	"N-Carbamoylsarcosine"
"cpd00769"	"N-Formyl-L-aspartate"	"N-Formyl-L-aspartate"
"cpd00770"	"Nforglu"	"N-Formyl-L-glutamate"
"cpd00771"	"N-Methyl-L-glutamate"	"N-Methyl-L-glutamate"
"cpd00772"	"L-Theanine"	"L-Theanine"
"cpd00773"	"uamr"	"UDP-MurNAc"
"cpd00774"	"uppg3"	"UroporphyrinogenIII"
"cpd00775"	"(R)-4-Dehydropantoate"	"(R)-4-Dehydropantoate"
"cpd00776"	"Ssq23epx"	"Squalene 2,3-oxide"
"cpd00777"	"(S)-6-Hydroxynicotine"	"(S)-6-Hydroxynicotine"
"cpd00778"	"dhpyr"	"2,5-Dihydroxypyridine"
"cpd00779"	"L-Diiodotyrosine"	"L-Diiodotyrosine"
"cpd00780"	"4fumacac"	"Fumarylacetoacetate"
"cpd00781"	"5dglcn"	"5-Dehydrogluconate"
"cpd00782"	"pmcoa"	"Pimeloyl-CoA"
"cpd00783"	"CMP-N-acylneuraminate"	"CMP-N-acylneuraminate"
"cpd00784"	"Dihydroresorcinol"	"Dihydroresorcinol"
"cpd00785"	"D-Galactose 6-sulfate"	"D-Galactose 6-sulfate"
"cpd00786"	"Ribitol 5-phosphate"	"Ribitol 5-phosphate"
"cpd00787"	"Desulfoglucotropeolin"	"Desulfoglucotropeolin"
"cpd00788"	"N-Acetyl-beta-alanine"	"N-Acetyl-beta-alanine"
"cpd00789"	"N-Sulfo-D-glucosamine"	"N-Sulfo-D-glucosamine"
"cpd00790"	"achms"	"O-Acetyl-L-homoserine"
"cpd00791"	"pppg9"	"ProtoporphyrinogenIX"
"cpd00792"	"Reduced coenzyme F420"	"Reduced coenzyme F420"
"cpd00793"	"thmmp"	"Thiamine phosphate"
"cpd00794"	"tre"	"TRHL"
"cpd00795"	"(R)-2-Hydroxyglutarate"	"(R)-2-Hydroxyglutarate"
"cpd00796"	"(R)-3,3-Dimethylmalate"	"(R)-3,3-Dimethylmalate"
"cpd00797"	"bhb"	"(R)-3-Hydroxybutanoate"
"cpd00798"	"16alpha-Hydroxysteroid"	"16alpha-Hydroxysteroid"
"cpd00799"	"Deacetylvindoline"	"Deacetylvindoline"
"cpd00800"	"8aonn"	"8-Amino-7-oxononanoate"
"cpd00801"	"Cellobiose-1,5-lactone"	"Cellobiose-1,5-lactone"
"cpd00802"	"f1p"	"D-fructose-1-phosphate"
"cpd00803"	"D-Ribose 5-diphosphate"	"D-Ribose 5-diphosphate"
"cpd00804"	"sbt6p"	"Sorbitol 6-phosphate"
"cpd00805"	"tag6p-D"	"D-Tagatose 6-phosphate"
"cpd00806"	"fc1p"	"L-Fuculose1-phosphate"
"cpd00807"	"hisp"	"L-histidinol-phosphate"
"cpd00808"	"ru5p-L"	"L-ribulose-5-phosphate"
"cpd00809"	"phom"	"O-Phospho-L-homoserine"
"cpd00810"	"orot5p"	"Orotidylic acid"
"cpd00811"	"tmao"	"(CH3)3NO"
"cpd00812"	"5pmev"	"5-phosphomevalonate"
"cpd00813"	"Pyrogallol"	"Pyrogallol"
"cpd00814"	"4-Methylene-L-glutamine"	"4-Methylene-L-glutamine"
"cpd00815"	"2-Oxo-5-aminovalerate"	"2-Oxo-5-aminovalerate"
"cpd00816"	"7,8-Dihydroxykynurenate"	"7,8-Dihydroxykynurenate"
"cpd00817"	"ara5p"	"D-Arabinose5-phosphate"
"cpd00818"	"dgal6p"	"6-Phospho-D-galactose"
"cpd00819"	"L-Arabinono-1,4-lactone"	"L-Arabinono-1,4-lactone"
"cpd00820"	"L-Galactono-1,4-lactone"	"L-Galactono-1,4-lactone"
"cpd00821"	"Nucleoside 5'-phosphate"	"Nucleoside 5'-phosphate"
"cpd00822"	"suchms"	"O-Succinyl-L-homoserine"
"cpd00823"	"dttOX"	"Oxidized dithiothreitol"
"cpd00824"	"sph1p"	"Sphinganine 1-phosphate"
"cpd00825"	"Streptidine 6-phosphate"	"Streptidine 6-phosphate"
"cpd00826"	"(-)-trans-Isopiperitenol"	"(-)-trans-Isopiperitenol"
"cpd00827"	"18-Hydroxycorticosterone"	"18-Hydroxycorticosterone"
"cpd00828"	"2-Dehydropantolactone"	"2-Dehydropantolactone"
"cpd00829"	"2-trans,6-trans-Farnesol"	"2-trans,6-trans-Farnesol"
"cpd00830"	"4h2oglt"	"4-Hydroxy-2-oxoglutarate"
"cpd00831"	"rml1p"	"L-Rhamnulose 1-phosphate"
"cpd00832"	"acgal"	"N-Acetyl-D-chondrosamine"
"cpd00833"	"N-Acetyl-D-glucosaminate"	"N-Acetyl-D-glucosaminate"
"cpd00834"	"pan4p"	"Phosphopantetheine"
"cpd00835"	"Phospho-beta-D-glucoside"	"Phospho-beta-D-glucoside"
"cpd00836"	"adhlam"	"S-Acetyldihydrolipoamide"
"cpd00837"	"ametam"	"S-Adenosylmethioninamine"
"cpd00838"	"Streptomycin 6-phosphate"	"Streptomycin 6-phosphate"
"cpd00839"	"alpha-D-Glucosyl-protein"	"alpha-D-Glucosyl-protein"
"cpd00840"	"36dahx"	"L-beta-Lysine"
"cpd00841"	"5dpmev"	"5-diphosphomevalonate"
"cpd00842"	"3hbycoa"	"(S)-3-Hydroxybutyryl-CoA"
"cpd00843"	"2h3opp"	"Tartronate semialdehyde"
"cpd00844"	"2-Hydroxycyclohexan-1-one"	"2-Hydroxycyclohexan-1-one"
"cpd00845"	"4-Trimethylammoniobutanal"	"4-Trimethylammoniobutanal"
"cpd00846"	"5'-Phosphomononucleotides"	"5'-Phosphomononucleotides"
"cpd00847"	"r15bp"	"Ribose 1,5-bisphosphate"
"cpd00848"	"NPmehis"	"1-Methylhistidine"
"cpd00849"	"Quercetin 3,3'-bissulfate"	"Quercetin 3,3'-bissulfate"
"cpd00850"	"Quercetin 3,4'-bissulfate"	"Quercetin 3,4'-bissulfate"
"cpd00851"	"4hpro-LT"	"trans-4-Hydroxy-L-proline"
"cpd00852"	"beta-Glucogallin"	"beta-Glucogallin"
"cpd00853"	"23dpg"	"DPG"
"cpd00854"	"34dhpha"	"Homoprotocatechuate"
"cpd00855"	"beta-Pyrazol-1-ylalanine"	"beta-Pyrazol-1-ylalanine"
"cpd00856"	"3cmuc"	"3-Carboxy-cis,cis-muconate"
"cpd00857"	"Provitamin D3"	"Provitamin D3"
"cpd00858"	"glu5sa"	"L-Glutamate5-semialdehyde"
"cpd00859"	"psd5p"	"Pseudouridine 5'-phosphate"
"cpd00860"	"sdhlam"	"S-Succinyldihydrolipoamide"
"cpd00861"	"uacmam"	"UDP-N-acetyl-D-mannosamine"
"cpd00862"	"alpha-D-Hexose 1-phosphate"	"alpha-D-Hexose 1-phosphate"
"cpd00863"	"g6p-B"	"beta-D-Glucose 6-phosphate"
"cpd00864"	"1,3,8-Naphthalenertriol"	"1,3,8-Naphthalenertriol"
"cpd00865"	"1-O-Sinapoyl-beta-D-glucose"	"1-O-Sinapoyl-beta-D-glucose"
"cpd00866"	"17alpha-Hydroxyprogesterone"	"17alpha-Hydroxyprogesterone"
"cpd00867"	"mi1p-D"	"Inositol 1-phosphate"
"cpd00868"	"34hpp"	"p-hydroxyphenylpyruvate"
"cpd00869"	"2kmb"	"4-methylthio 2-oxobutyrate"
"cpd00870"	"gbbtn"	"gamma-butyrobetaine"
"cpd00871"	"rb15bp"	"D-Ribulose 1,5-bisphosphate"
"cpd00872"	"N,N-Dimethylaniline N-oxide"	"N,N-Dimethylaniline N-oxide"
"cpd00873"	"nicrnt"	"Nicotinate ribonucleotide"
"cpd00874"	"(3S,5S)-3,5-Diaminocaproate"	"(3S,5S)-3,5-Diaminocaproate"
"cpd00875"	"kdo"	"KDO"
"cpd00876"	"3hmp"	"3-Hydroxyisobutyrate"
"cpd00877"	"Lathosterol"	"Lathosterol"
"cpd00878"	"Glucocerebroside"	"Glucocerebroside"
"cpd00879"	"Palmitoylglycerone phosphate"	"Palmitoylglycerone phosphate"
"cpd00880"	"1-Phospho-alpha-D-glucuronate"	"1-Phospho-alpha-D-glucuronate"
"cpd00881"	"34dhcinm"	"Caffeate"
"cpd00882"	"Melilotate"	"Melilotate"
"cpd00883"	"N-Acylneuraminate 9-phosphate"	"N-Acylneuraminate 9-phosphate"
"cpd00884"	"N(omega)-(ADP-D-ribosyl)-L-arginine"	"N(omega)-(ADP-D-ribosyl)-L-arginine"
"cpd00885"	"inoshp"	"Phytate"
"cpd00886"	"D-3-Amino-isobutanoate"	"D-3-Amino-isobutanoate"
"cpd00887"	"3-(3,4-Dihydroxyphenyl)lactate"	"3-(3,4-Dihydroxyphenyl)lactate"
"cpd00888"	"N-Methylethanolamine phosphate"	"N-Methylethanolamine phosphate"
"cpd00889"	"5-Hydroxylysine"	"5-Hydroxylysine"
"cpd00890"	"uama"	"UDP-N-acetylmuramoyl-L-alanine"
"cpd00891"	"mmcoa-R"	"L-methylmalonyl-CoA"
"cpd00892"	"scyllo-Inosamine"	"scyllo-Inosamine"
"cpd00893"	"2-(Acetamidomethylene)succinate"	"2-(Acetamidomethylene)succinate"
"cpd00894"	"2dh3dgal"	"2-Dehydro-3-deoxy-D-galactonate"
"cpd00895"	"h4mpt"	"H4MPT"
"cpd00896"	"6p2dglcn"	"6-Phospho-2-dehydro-D-gluconate"
"cpd00897"	"CDP-4-dehydro-6-deoxy-D-glucose"	"CDP-4-dehydro-6-deoxy-D-glucose"
"cpd00898"	"Inositol 1,4-bisphosphate"	"Inositol 1,4-bisphosphate"
"cpd00899"	"Dihydrostreptomycin 6-phosphate"	"Dihydrostreptomycin 6-phosphate"
"cpd00900"	"gdpddman"	"GDP-4-dehydro-D-rhamnose"
"cpd00901"	"Methyl 2-diazoacetamidohexonate"	"Methyl 2-diazoacetamidohexonate"
"cpd00902"	"g3pi"	"sn-glycero-3-Phospho-1-inositol"
"cpd00903"	"12-OPDA"	"12-OPDA"
"cpd00904"	"DHA"	"DHA"
"cpd00905"	"gdpdp"	"Guanosine 3',5'-bis(diphosphate)"
"cpd00906"	"hexdp"	"all-trans-Hexaprenyl diphosphate"
"cpd00907"	"cbs_41"	"alpha-D-glucose-1,6-biphosphate"
"cpd00908"	"g3pe"	"Glycerophosphoethanolamine"
"cpd00909"	"1-Aminocyclopropane-1-carboxylate"	"1-Aminocyclopropane-1-carboxylate"
"cpd00910"	"1Dgali"	"Galactinol"
"cpd00911"	"6pgl"	"6-phospho-D-glucono-1-5-lactone"
"cpd00912"	"N-Acetyl-beta-D-glucosaminylamine"	"N-Acetyl-beta-D-glucosaminylamine"
"cpd00913"	"2',3'-Cyclic nucleotide"	"2',3'-Cyclic nucleotide"
"cpd00914"	"Inositol 1,3,4-trisphosphate"	"Inositol 1,3,4-trisphosphate"
"cpd00915"	"3,5-Diiodo-4-hydroxyphenylpyruvate"	"3,5-Diiodo-4-hydroxyphenylpyruvate"
"cpd00916"	"mi145tp-D"	"Ins(1,4,5)P3"
"cpd00917"	"7,8-Dihydro-7,8-dihydroxykynurenate"	"7,8-Dihydro-7,8-dihydroxykynurenate"
"cpd00918"	"acg5sa"	"2-Acetamido-5-oxopentanoate"
"cpd00919"	"hcit"	"Homocitrate"
"cpd00920"	"4-(2-Aminophenyl)-2,4-dioxobutanoate"	"4-(2-Aminophenyl)-2,4-dioxobutanoate"
"cpd00921"	"6ax6ax"	"N-(6-Aminohexanoyl)-6-aminohexanoate"
"cpd00922"	"1pipdn2c"	"delta1-Piperideine-2-carboxylate"
"cpd00923"	"3-Hydroxy-N6,N6,N6-trimethyl-L-lysine"	"3-Hydroxy-N6,N6,N6-trimethyl-L-lysine"
"cpd00924"	"ap4a"	"AppppA"
"cpd00925"	"gp4g"	"GppppG"
"cpd00926"	"Anserine"	"Anserine"
"cpd00927"	"(-)-Glycinol"	"(-)-Glycinol"
"cpd00928"	"3,7-Di-O-methylquercetin"	"3,7-Di-O-methylquercetin"
"cpd00929"	"3'-Deoxydihydrostreptomycin 6-phosphate"	"3'-Deoxydihydrostreptomycin 6-phosphate"
"cpd00930"	"imacp"	"imidazole acetol-phosphate"
"cpd00931"	"5apru"	"5-Amino-6--5-phosphoribosylaminouracil"
"cpd00932"	"3psme"	"5-O--1-Carboxyvinyl-3-phosphoshikimate"
"cpd00933"	"3-Hydroxy-2-methylpyridine-5-carboxylate"	"3-Hydroxy-2-methylpyridine-5-carboxylate"
"cpd00934"	"mi1345p"	"Inositol 1,3,4,5-tetrakisphosphate"
"cpd00935"	"2,6-Dioxo-6-phenylhexa-3-enoate"	"2,6-Dioxo-6-phenylhexa-3-enoate"
"cpd00936"	"5-Formyl-H4MPT"	"5-Formyl-H4MPT"
"cpd00937"	"trans-2'-Carboxybenzalpyruvate"	"trans-2'-Carboxybenzalpyruvate"
"cpd00938"	"2c25dho"	"4-Carboxymuconolactone"
"cpd00939"	"4ahmmp"	"Toxopyrimidine"
"cpd00940"	"Dihydrostreptomycin 3'alpha,6-bisphosphate"	"Dihydrostreptomycin 3'alpha,6-bisphosphate"
"cpd00941"	"1-Acyl-2-oleoyl-sn-glycero-3-phosphocholine"	"1-Acyl-2-oleoyl-sn-glycero-3-phosphocholine"
"cpd00942"	"1-Amino-1-deoxy-scyllo-inositol 4-phosphate"	"1-Amino-1-deoxy-scyllo-inositol 4-phosphate"
"cpd00943"	"inospp1"	"Inositol 1,3,4,5,6-pentakisphosphate"
"cpd00944"	"2,6-Dichlorophenol-4-(p-benzoquinone imine)"	"2,6-Dichlorophenol-4-(p-benzoquinone imine)"
"cpd00945"	"2dh3dgal6p"	"2-Dehydro-3-deoxy-D-galactonate 6-phosphate"
"cpd00946"	"unaga"	"Undecaprenyl diphospho N-acetyl-glucosamine"
"cpd00947"	"LacCer"	"LacCer"
"cpd00948"	"Isohexenyl-glutaconyl-CoA"	"Isohexenyl-glutaconyl-CoA"
"cpd00949"	"3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanate"	"3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanate"
"cpd00950"	"N-Amidino-scyllo-inosamine 4-phosphate"	"N-Amidino-scyllo-inosamine 4-phosphate"
"cpd00951"	"D-5-O-Methyl-2,3,5/4,6-pentahydroxycyclohexanone"	"D-5-O-Methyl-2,3,5/4,6-pentahydroxycyclohexanone"
"cpd00952"	"6-Hydroxypseudooxynicotine"	"6-Hydroxypseudooxynicotine"
"cpd00953"	"1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol"	"1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol"
"cpd00954"	"6hmhpt"	"6-hydroxymethyl dihydropterin"
"cpd00955"	"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al"	"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al"
"cpd00956"	"2cpr5p"	"1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate"
"cpd00957"	"25drapp"	"2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone"
"cpd00958"	"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine"	"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine"
"cpd00959"	"1,4-beta-D-Galactosyl-(alpha-1,3-L-fucosyl)-N-acetyl-D-glucosaminyl- R"	"1,4-beta-D-Galactosyl-(alpha-1,3-L-fucosyl)-N-acetyl-D-glucosaminyl- R"
"cpd00960"	"PGI2"	"PGI2"
"cpd00961"	"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1- oxoprolyl]glycine"	"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1- oxoprolyl]glycine"
